id-pub-id,id-exp-id,id,id-title,id-authors,id-institutes,id-city,id-country,id-climate-class,data-avail,data-link,data-supp-link,pub-type,pub-name,publisher,pub-year,pub-doi,exp-type,exp-spatial-typology,exp-domains,exp-domain-thermal,exp-domain-air-move,exp-domain-humidity,exp-domain-co2,exp-domain-light,exp-domain-acoustics,exp-domain-behaviour,exp-domain-iaq,exp-tested-t-min,exp-tested-t-max,exp-tested-target-temps,exp-year-start,exp-year-end,exp-seasons,exp-month-start,exp-month-end,exp-time,exp-hours,exp-normalisation-length,exp-session-length,pop-sample-size-calc,pop-sample-size-calc-type,pop-payment,pop-no-tot,pop-male-no,pop-fem-no,pop-m2f-no,pop-f2m-no,pop-male-ratio,pop-age-range,pop-age-mean,pop-age-std,pop-age-male-mean,pop-age-fem-mean,pop-bmi-mean,pop-bmi-std,pop-bmi-male-mean,pop-bmi-fem-mean,physio-parameter,physio-sensing-method,physio-body-site,physio-body-site-sagittal,physio-body-site-surface,physio-sensor-brand,physio-sensor-model,physio-mst-calculated,physio-mst-points,physio-mst-formula,physio-formulas,physio-mst-weighting,env-tdb,env-rh,env-v,env-tg,env-tsurface,env-twb,env-co2,env-illuminance,env-sound-level,env-tout,env-rhout,env-voc,env-light-color,env-solar-rad,ques-thermal-comfort,ques-thermal-sensation,ques-thermal-prefer,ques-thermal-accept,ques-thermal-satisfaction,ques-thermal-pleasure-pleasantness,ques-local-therm-comfort,ques-local-therm-sensation,ques-local-therm-satisfaction,ques-shivering,ques-sweating-sensation,ques-overall-comfort,ques-overall-satisfaction,ques-airmove-comfort,ques-airmove-sensation,ques-local-airmove-sensation,ques-airmove-perception,ques-airmove-prefer,ques-airmove-accept,ques-airmove-satisfaction,ques-humidity-comfort,ques-humidity-sensation,ques-humidity-prefer,ques-humidity-accept,ques-humidity-satisfaction,ques-light-comfort,ques-light-sensation,ques-visual-prefer,ques-light-prefer,ques-light-accept,ques-light-satisfaction,ques-iaq-comfort,ques-iaq-sensation,ques-iaq-prefer,ques-iaq-accept,ques-iaq-satisfaction,ques-odour-intensity,ques-sick-building-syndrome,ques-acoustic-comfort,ques-acoustic-sensation,ques-acoustic-prefer,ques-acoustic-accept,ques-acoustic-satisfaction,cognitive-test-done,cognitive-test-type,select-healthy,select-active-recent-illness,select-no-ongoing-treatment-medication-use,select-age-range,select-healthy-cv-bp-disease,select-neuro-disease,select-metabolic-syndrome,select-immune-related-diseases,select-previous-knowledge,select-thermal-history,select-smoking,select-bmi-range,select-colour-weakness-eyesight,select-hearing,select-lang-skills,select-alcohol,select-dominant-hand,select-contraceptive-type,select-activity-level,select-chronotype,select-emotionally-stable,select-neurodivergent,select-thermal-sensitivity,select-pregnancy,select-diet-weight-change,select-hormone-therapy,select-menopause,select-no-medical-implant,select-sex,part-meta-age,part-meta-sex,part-meta-height,part-meta-weight,part-meta-bmi,part-meta-ponderal-index,part-meta-body-fat,part-meta-ethnicity-nationality,part-meta-bsa,part-meta-thermal-history-background,part-meta-education-profession,part-meta-thermal-sensitivity-preference,part-meta-personality,part-meta-psych-eval,part-meta-smoking,part-meta-activity-level,part-meta-health-status,part-meta-chronotype,part-recent-chrono-change,part-meta-bmr-rmr,part-meta-alcohol-use,part-meta-mens-timing,part-meta-contraceptive-type,part-meta-reg-coffee,part-meta-reg-sleep-time,part-meta-reg-work time,protocol-fixed-clo,protocol-observed-clo,protocol-avoid-stimulant,protocol-avoid-activity,protocol-avoid-heavy-food,protocol-rest-sleep,protocol-circadian,protocol-mens-timing,protocol-time-btw-sessions,protocol-instruction-practice,protocol-diary,protocol-maintain-routine,protocol-blinded,protocol-random,protocol-balancing,protocol-subjects-not-allowed-to-discuss,protocol-food,protocol-water,protocol-prep-body-site,protocol-defined-activity,protocol-observed-met
191,1,191_1,The response of human thermal perception and skin temperature to step-change transient thermal environments,"Liu, H.; Liao, J. K.; Yang, D.; Du, X. Y.; Hu, P. C.; Yang, Y.; Li, B. Z.",Chongqing University,Chongqing,China,Cwa,NR,NR,NR,J,Building and Environment,Elsevier,2014,https://doi.org/10.1016/j.buildenv.2013.12.007,Lab,Desk&Chair,Air temperature: Double step change,1,NR,NR,NR,NR,NR,NR,NR,25,32,"25, 28, 30, 32",2012,2012,NR,6,7,"2012: 6, 7",NR,20,120,NR,NAN,NR,20,20,0,0,0,100.00%,22-25,23.8,1,23.8,NAN,NR,NR,NR,NAN,Skin temperature,Thermocouple,Hand,NR,Dorsal,BIOPAC,MP150,Y,8,ISO 9886: 2004,MST = 0.07Tforehead + 0.175Tchest + 0.175Tback + 0.07Tupperarm + 0.07Tlowerarm + 0.05Thand + 0.19Tthigh + 0.20Tcalf,0.05,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR
191,1,191_1,The response of human thermal perception and skin temperature to step-change transient thermal environments,"Liu, H.; Liao, J. K.; Yang, D.; Du, X. Y.; Hu, P. C.; Yang, Y.; Li, B. Z.",Chongqing University,Chongqing,China,Cwa,NR,NR,NR,J,Building and Environment,Elsevier,2014,https://doi.org/10.1016/j.buildenv.2013.12.007,Lab,Desk&Chair,Air temperature: Double step change,1,NR,NR,NR,NR,NR,NR,NR,25,32,"25, 28, 30, 32",2012,2012,NR,6,7,"2012: 6, 7",NR,20,120,NR,NAN,NR,20,20,0,0,0,100.00%,22-25,23.8,1,23.8,NAN,NR,NR,NR,NAN,Skin temperature,Thermocouple,Calf,NR,NR,BIOPAC,MP150,Y,8,ISO 9886: 2004,MST = 0.07Tforehead + 0.175Tchest + 0.175Tback + 0.07Tupperarm + 0.07Tlowerarm + 0.05Thand + 0.19Tthigh + 0.20Tcalf,0.2,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR
191,1,191_1,The response of human thermal perception and skin temperature to step-change transient thermal environments,"Liu, H.; Liao, J. K.; Yang, D.; Du, X. Y.; Hu, P. C.; Yang, Y.; Li, B. Z.",Chongqing University,Chongqing,China,Cwa,NR,NR,NR,J,Building and Environment,Elsevier,2014,https://doi.org/10.1016/j.buildenv.2013.12.007,Lab,Desk&Chair,Air temperature: Double step change,1,NR,NR,NR,NR,NR,NR,NR,25,32,"25, 28, 30, 32",2012,2012,NR,6,7,"2012: 6, 7",NR,20,120,NR,NAN,NR,20,20,0,0,0,100.00%,22-25,23.8,1,23.8,NAN,NR,NR,NR,NAN,Skin temperature,Thermocouple,Thigh,NR,NR,BIOPAC,MP150,Y,8,ISO 9886: 2004,MST = 0.07Tforehead + 0.175Tchest + 0.175Tback + 0.07Tupperarm + 0.07Tlowerarm + 0.05Thand + 0.19Tthigh + 0.20Tcalf,0.19,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR
192,1,192_1,The response of human thermal sensation and its prediction to temperature step-change (cool-neutral-cool),"Du, X.; Li, B.; Liu, H.; Yang, D.; Yu, W.; Liao, J.; Huang, Z.; Xia, K.",Chongqing University,Chongqing,China,Cwa,NR,NR,NR,J,Plos One,Public Library of Science (PLOS),2014,https://doi.org/10.1371/journal.pone.0104320,Mixed,NR,Air temperature: Double step change,1,NR,NR,NR,NR,NR,NR,NR,12,22,"12, 15, 17, 22",2010,2013,Winter,3,3,"[2010: 3], [2013: 3]",09:00-18:00,30,90,NR,NAN,NR,12,12,0,0,0,100.00%,20-30,NR,NR,NR,NAN,NR,NR,NR,NAN,Skin temperature,Thermocouple,Forehead,NR,Anterior,BIOPAC,MP150,Y,8,ISO 9886: 2004,NR,NR,0.6,0.6,0.6,0.6,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,MNR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR
192,1,192_1,The response of human thermal sensation and its prediction to temperature step-change (cool-neutral-cool),"Du, X.; Li, B.; Liu, H.; Yang, D.; Yu, W.; Liao, J.; Huang, Z.; Xia, K.",Chongqing University,Chongqing,China,Cwa,NR,NR,NR,J,Plos One,Public Library of Science (PLOS),2014,https://doi.org/10.1371/journal.pone.0104320,Mixed,NR,Air temperature: Double step change,1,NR,NR,NR,NR,NR,NR,NR,12,22,"12, 15, 17, 22",2010,2013,Winter,3,3,"[2010: 3], [2013: 3]",09:00-18:00,30,90,NR,NAN,NR,12,12,0,0,0,100.00%,20-30,NR,NR,NR,NAN,NR,NR,NR,NAN,Skin temperature,Thermocouple,Chest,NR,Anterior,BIOPAC,MP150,Y,8,ISO 9886: 2004,NR,NR,0.6,0.6,0.6,0.6,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,MNR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR
192,1,192_1,The response of human thermal sensation and its prediction to temperature step-change (cool-neutral-cool),"Du, X.; Li, B.; Liu, H.; Yang, D.; Yu, W.; Liao, J.; Huang, Z.; Xia, K.",Chongqing University,Chongqing,China,Cwa,NR,NR,NR,J,Plos One,Public Library of Science (PLOS),2014,https://doi.org/10.1371/journal.pone.0104320,Mixed,NR,Air temperature: Double step change,1,NR,NR,NR,NR,NR,NR,NR,12,22,"12, 15, 17, 22",2010,2013,Winter,3,3,"[2010: 3], [2013: 3]",09:00-18:00,30,90,NR,NAN,NR,12,12,0,0,0,100.00%,20-30,NR,NR,NR,NAN,NR,NR,NR,NAN,Skin temperature,Thermocouple,Back,NR,Posterior,BIOPAC,MP150,Y,8,ISO 9886: 2004,NR,NR,0.6,0.6,0.6,0.6,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,MNR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR
192,1,192_1,The response of human thermal sensation and its prediction to temperature step-change (cool-neutral-cool),"Du, X.; Li, B.; Liu, H.; Yang, D.; Yu, W.; Liao, J.; Huang, Z.; Xia, K.",Chongqing University,Chongqing,China,Cwa,NR,NR,NR,J,Plos One,Public Library of Science (PLOS),2014,https://doi.org/10.1371/journal.pone.0104320,Mixed,NR,Air temperature: Double step change,1,NR,NR,NR,NR,NR,NR,NR,12,22,"12, 15, 17, 22",2010,2013,Winter,3,3,"[2010: 3], [2013: 3]",09:00-18:00,30,90,NR,NAN,NR,12,12,0,0,0,100.00%,20-30,NR,NR,NR,NAN,NR,NR,NR,NAN,Skin temperature,Thermocouple,Upper arm,NR,NR,BIOPAC,MP150,Y,8,ISO 9886: 2004,NR,NR,0.6,0.6,0.6,0.6,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,MNR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR
192,1,192_1,The response of human thermal sensation and its prediction to temperature step-change (cool-neutral-cool),"Du, X.; Li, B.; Liu, H.; Yang, D.; Yu, W.; Liao, J.; Huang, Z.; Xia, K.",Chongqing University,Chongqing,China,Cwa,NR,NR,NR,J,Plos One,Public Library of Science (PLOS),2014,https://doi.org/10.1371/journal.pone.0104320,Mixed,NR,Air temperature: Double step change,1,NR,NR,NR,NR,NR,NR,NR,12,22,"12, 15, 17, 22",2010,2013,Winter,3,3,"[2010: 3], [2013: 3]",09:00-18:00,30,90,NR,NAN,NR,12,12,0,0,0,100.00%,20-30,NR,NR,NR,NAN,NR,NR,NR,NAN,Skin temperature,Thermocouple,Forearm,NR,NR,BIOPAC,MP150,Y,8,ISO 9886: 2004,NR,NR,0.6,0.6,0.6,0.6,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,MNR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR
192,1,192_1,The response of human thermal sensation and its prediction to temperature step-change (cool-neutral-cool),"Du, X.; Li, B.; Liu, H.; Yang, D.; Yu, W.; Liao, J.; Huang, Z.; Xia, K.",Chongqing University,Chongqing,China,Cwa,NR,NR,NR,J,Plos One,Public Library of Science (PLOS),2014,https://doi.org/10.1371/journal.pone.0104320,Mixed,NR,Air temperature: Double step change,1,NR,NR,NR,NR,NR,NR,NR,12,22,"12, 15, 17, 22",2010,2013,Winter,3,3,"[2010: 3], [2013: 3]",09:00-18:00,30,90,NR,NAN,NR,12,12,0,0,0,100.00%,20-30,NR,NR,NR,NAN,NR,NR,NR,NAN,Skin temperature,Thermocouple,Hand,NR,NR,BIOPAC,MP150,Y,8,ISO 9886: 2004,NR,NR,0.6,0.6,0.6,0.6,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,MNR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR
192,1,192_1,The response of human thermal sensation and its prediction to temperature step-change (cool-neutral-cool),"Du, X.; Li, B.; Liu, H.; Yang, D.; Yu, W.; Liao, J.; Huang, Z.; Xia, K.",Chongqing University,Chongqing,China,Cwa,NR,NR,NR,J,Plos One,Public Library of Science (PLOS),2014,https://doi.org/10.1371/journal.pone.0104320,Mixed,NR,Air temperature: Double step change,1,NR,NR,NR,NR,NR,NR,NR,12,22,"12, 15, 17, 22",2010,2013,Winter,3,3,"[2010: 3], [2013: 3]",09:00-18:00,30,90,NR,NAN,NR,12,12,0,0,0,100.00%,20-30,NR,NR,NR,NAN,NR,NR,NR,NAN,Skin temperature,Thermocouple,Thigh,NR,NR,BIOPAC,MP150,Y,8,ISO 9886: 2004,NR,NR,0.6,0.6,0.6,0.6,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,MNR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR
192,1,192_1,The response of human thermal sensation and its prediction to temperature step-change (cool-neutral-cool),"Du, X.; Li, B.; Liu, H.; Yang, D.; Yu, W.; Liao, J.; Huang, Z.; Xia, K.",Chongqing University,Chongqing,China,Cwa,NR,NR,NR,J,Plos One,Public Library of Science (PLOS),2014,https://doi.org/10.1371/journal.pone.0104320,Mixed,NR,Air temperature: Double step change,1,NR,NR,NR,NR,NR,NR,NR,12,22,"12, 15, 17, 22",2010,2013,Winter,3,3,"[2010: 3], [2013: 3]",09:00-18:00,30,90,NR,NAN,NR,12,12,0,0,0,100.00%,20-30,NR,NR,NR,NAN,NR,NR,NR,NAN,Skin temperature,Thermocouple,Calf,NR,NR,BIOPAC,MP150,Y,8,ISO 9886: 2004,NR,NR,0.6,0.6,0.6,0.6,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,MNR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR
193,1,193_1,Human behavior in different TDRAs,"Liu, Y.; Wang, L.; Liu, J.; Di, Y.","Xi'an University of Architecture and Technology, Xi'an Polytechnic University",Xi'an,China,BSk,NR,NR,NR,J,Physiology and Behavior,Elsevier,2013,https://doi.org/10.1016/j.physbeh.2013.05.040,Lab,Desk&Chair,"Air temperature, Radiant temperature",1,NR,NR,NR,NR,NR,NR,NR,28,32,"28, 32",NR,NR,NR,NR,NR,NR,NR,NR,40,NR,NAN,NR,16,8,8,0,0,50.00%,23-27,25,2,25,25,NR,NR,NR,NR,Skin temperature,Thermocouple,Forehead,NR,Anterior,NR,NR,Y,32,NC,NC,NC,MNR,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""unbearable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR
193,1,193_1,Human behavior in different TDRAs,"Liu, Y.; Wang, L.; Liu, J.; Di, Y.","Xi'an University of Architecture and Technology, Xi'an Polytechnic University",Xi'an,China,BSk,NR,NR,NR,J,Physiology and Behavior,Elsevier,2013,https://doi.org/10.1016/j.physbeh.2013.05.040,Lab,Desk&Chair,"Air temperature, Radiant temperature",1,NR,NR,NR,NR,NR,NR,NR,28,32,"28, 32",NR,NR,NR,NR,NR,NR,NR,NR,40,NR,NAN,NR,16,8,8,0,0,50.00%,23-27,25,2,25,25,NR,NR,NR,NR,Skin temperature,Thermocouple,Cheek,NR,Anterior,NR,NR,Y,32,NC,NC,NC,MNR,MNR,MNR,MNR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"points=5; range=(0, +1, +2, +3, +4); scale=(""comfortable"", ""slightly uncomfortable"", ""uncomfortable"", ""very uncomfortable"", ""unbearable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,NR,NR,NR,NR,Y,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR
